,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
1021,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.45 Cr,"₹14,505 /sqft",3.0,3.0,3 BHK,1689.0,"1,689 sqft",Super Built-up,36 floor,,Ready To Move,,3.0,,,"The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1689 sq.Ft. The residential building has 36 floors in total and the flat for sale is located on the 7th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. Hero homes is designed very well to provide mod...",Hero Homes,Hero Homes,,Flat
1022,"4 BHK Flat in Sector 90, Gurgaon","4 BHK Flat in Sector 90, Gurgaon",₹2.56 Cr,"₹10,829 /sqft",4.0,4.0,4 BHK,2364.0,"2,364 sqft",Super Built-up,,,Ready To Move,,3.0,Servant Room,"Parking, Security","This is 4 bhk apartment for rent in sector 90 gurgaon is available in one of gurgaon's most popular projects, dlf new town heights 1. This flat consists of 4 bathrooms & more than 3 balconies in 2364 sq.Ft area. Extra space for servant room. You also get 2 covered parking inside the premises.The property comes with power back-Up, reserved parking, water storage, security / fire alarm, feng shui...",DLF New Town Heights 1,DLF New Town Heights 1,Recently Renovated Gated Society,Flat
1023,"3 BHK Flat in Sector 107, Gurgaon","3 BHK Flat in Sector 107, Gurgaon",₹1.85 Cr,"₹9,521 /sqft",3.0,3.0,3 BHK,1943.0,"1,943 sqft",Super Built-up,14 floor,North-East,Ready To Move,,3.0,,,"This is a north-East-Facing property. The flat is over 1943 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 3rd floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthet...",M3M Woodshire,M3M Woodshire,North-East Facing DPS Dwarka Expressway within 3km,Flat
1024,"2 BHK Flat in South City 1, Gurgaon","2 BHK Flat in South City 1, Gurgaon",₹2.65 Cr,"₹21,579 /sqft",2.0,2.0,2 BHK,1228.0,"1,228 sqft",Carpet,5th floor,South,Ready To Move,,2.0,,,"The flat is over 1228 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 5th floor of this 16 floors tall residential building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The well built mosaic flooring enhances the aesthetic appeal of this flat. Thi...",Unitech Palms South City 1,Unitech Palms South City 1,Millennium City Centre within 500m Shikshantar KR Mangalam within 250m,Flat
1025,"2 BHK Flat in South City 1, Gurgaon","2 BHK Flat in South City 1, Gurgaon",₹2.7 Cr,"₹23,478 /sqft",2.0,2.0,2 BHK,1150.0,"1,150 sqft",Carpet,12th floor,North-East,Ready To Move,Semi Furnished,2.0,,,"Fully renovated semi furnished 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 1150 sq.Ft. The property is located on the 12th floor of a 16 floors tall building. This is a ready to move project and the property is 10+ years old.",Unitech Palms South City 1,Unitech Palms South City 1,North-East Facing Millennium City Centre within 250m,Flat
1026,"3 BHK Flat in Sector 47, Gurgaon","3 BHK Flat in Sector 47, Gurgaon",₹5.25 Cr,"₹21,255 /sqft",3.0,5.0,3 BHK,2470.0,"2,470 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Swimming Pool, Gym, Garden, Security, Play Area","Park view spa is a group housing complex located in sector 47 gurgaon. Having the most luxurious apartments, it is a unique evolution in the habitat design. 100% power backup, swimming pool, garden, play area, club, gym, security, maintenance. Imported marble flooring in drawing dining, wooden flooring in bedrooms, modular kitchen.",Bestech Park View Spa,Bestech Park View Spa,Ground Floor DPS Nearby,Flat
1027,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.05 Cr,"₹11,918 /sqft",3.0,2.0,3 BHK,1720.0,"1,720 sqft",Super Built-up,,East,Ready To Move,,,,Garden,"9911619 690 , emaar palm gardens located in sector 83, excellent view from apartment, mostly green",Emaar Palm Gardens,Emaar Palm Gardens,East Facing Gated Society,Flat
1028,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹4.3 Cr,"₹16,506 /sqft",3.0,3.0,3 BHK,2605.0,"2,605 sqft",Super Built-up,9th floor,North,Ready To Move,,3.0,,Garden,"The close north is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in nirvana country is your opportunity to be a part of this community. The flat is facing the north direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2605 sq.Ft. The property is located on the 9th floor of a 18 floors tal...",The Close North,The Close North,North Facing Private Garden,Flat
1029,"2 BHK Flat in Sector 95A, Gurgaon","2 BHK Flat in Sector 95A, Gurgaon",₹61.6 Lac,"₹10,826 /sqft",2.0,2.0,2 BHK,569.0,569 sqft,Carpet,,East,Ready To Move,,,,"Parking, Power Backup, Gym, Play Area",Gated society Park Parking Open gym Kids play area Power backup Mantince staff,Signature The Roselia,Signature The Roselia,East Facing Gated Society,Flat
1030,"1 BHK Flat in Sector 48, Gurgaon","1 BHK Flat in Sector 48, Gurgaon",₹3.8 Cr,"₹28,853 /sqft",1.0,1.0,1 BHK,1317.0,"1,317 sqft",Super Built-up,,,Ready To Move,,2.0,,,"This 1 bhk apartment is available for sale roi - 5% with company pre leased in belaperla central park resorts, one of the most prominent projects for flats in sector 48 gurgaon. The floor plan additionally contains 1 bedroom(s), 1 bathroom and 2 balconies. All in all, the flat is spread over a super built up area of 1317 sq.Ft. This flat lies on the 11th level of a 32 storey building. As the pr...",Belaperla Central Park Resorts,Belaperla Central Park Resorts,,Flat
1031,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹1.37 Cr,"₹8,995 /sqft",3.0,3.0,3 BHK,1523.0,"1,523 sqft",Super Built-up,,,Ready To Move,,,,,"A very nice and premium flat with an aesthetically pleasing layout, located in a spacious and luxurious society.",Sare Homes,Sare Homes,,Flat
1032,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹1.75 Cr,"₹10,086 /sqft",3.0,3.0,3 BHK,1735.0,"1,735 sqft",Super Built-up,18 floor,West,Ready To Move,,2.0,,,"Check out this 3 bhk apartment for sale in vatika gurgaon 21, a popular residential project that houses in-Demand flats in sector 83 gurgaon. The flat is facing the north-West direction. The flat occupies a super built up area of 1735 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The property is located on the top floor of a 18 floors tall building. This 1-5 years old propert...",Vatika Gurgaon 21,Vatika Gurgaon 21,Top Floor MATRIKARAN SCHOOL within 250m,Flat
1033,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹1.24 Cr,"₹10,490 /sqft",3.0,2.0,3 BHK,1182.0,"1,182 sqft",Super Built-up,4 floor,East,Ready To Move,,3.0,,,"This 3 bhk apartment is available for sale in sare homes, one of the most prominent projects for flats in sector 92 gurgaon. This property faces the east direction. Constructed on a super built up area of 1182 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the ground floor of a 4 floors tall building. As the project is already ready to move, so ...",Sare Homes,Sare Homes,East Facing Ground Floor,Flat
1034,"2 BHK Flat in Sector 68, Gurgaon","2 BHK Flat in Sector 68, Gurgaon",₹1.59 Cr,"₹12,771 /sqft",2.0,2.0,2 BHK,1245.0,"1,245 sqft",Super Built-up,10th floor,East,Ready To Move,,2.0,,,"This is a east-Facing property. The flat occupies a super built up area of 1245 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. This flat is situated on the 10th floor of this 35 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using wood flooring, g...",Pareena Mi Casa,Pareena Mi Casa,East Facing Newly Constructed,Flat
1035,"2 BHK Flat in Sector 68, Gurgaon","2 BHK Flat in Sector 68, Gurgaon",₹1.09 Cr,"₹12,601 /sqft",2.0,2.0,2 BHK,865.0,865 sqft,Super Built-up,,,Ready To Move,,2.0,,,"The flat is west-Facing. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 865 sq.Ft. This flat lies on the 6th level of a 35 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. Pareena m...",Pareena Mi Casa,Pareena Mi Casa,Newly Constructed Gated Society,Flat
1036,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.65 Cr,"₹14,028 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,24 floor,East,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in adani m2k oyster grande that is situated in sector 102 gurgaon. This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1889 sq.Ft. The flat has a total of 24 floors and this property is situated on 5th floo...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,East Facing DPS SCHOOL Nearby,Flat
1037,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.35 Cr,"₹14,892 /sqft",3.0,3.0,3 BHK,1578.0,"1,578 sqft",Super Built-up,2nd floor,North-East,Ready To Move,,2.0,,,"Tulip violet is one of the most popular destination for buying apartments/ flats in sector 69 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is facing the north-East direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1578 sq.Ft. This flat is situated on the 2nd floor of this 14 floors ta...",Tulip Violet,Tulip Violet,North-East Facing Recently Renovated,Flat
1038,"3 BHK Flat in Sector 1A IMT Manesar, Gurgaon","3 BHK Flat in Sector 1A IMT Manesar, Gurgaon",₹1.4 Cr,"₹7,588 /sqft",3.0,4.0,3 BHK,1845.0,"1,845 sqft",Super Built-up,20 floor,North-East,Ready To Move,,2.0,,,"The flat is north-East-Facing. Containing 3 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 1845 sq.Ft. The residential building has 20 floors in total and the flat for sale is located on the 15th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with concrete flooring opt...",DLF Express Greens,DLF Express Greens,North-East Facing Huda city centre Nearby,Flat
1039,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.7 Cr,"₹14,293 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,24 floor,East,Ready To Move,,3.0,,,"This beautiful 3 bhk flat in sector 102 gurgaon is situated in adani m2k oyster grande, one of the popular residential society in gurgaon. The flat is east-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1889 sq.Ft. The flat has a total of 24 floors and this property is situated on 7th floor. As the project is already ready to move...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,East Facing Effco chock Nearby,Flat
1040,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,"₹13,763 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,20th floor,North-East,Ready To Move,,2.0,,,"Adani m2k oyster grande is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 102 gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. Constructed on a super built up area of 1889 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 20th floor of this 24 fl...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,North-East Facing Gated Society,Flat
1041,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,"₹13,763 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,24 floor,,Ready To Move,,2.0,,Garden,"This beautiful 3 bhk flat in sector 102 gurgaon is situated in adani m2k oyster grande, one of the popular residential society in gurgaon. Constructed on a super built up area of 1889 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The flat has a total of 24 floors and this property is situated on 12th floor. As the project is already ready to move, so you can easily move ...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,Private Garden dps within 1km,Flat
1042,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹2.8 Cr,"₹15,300 /sqft",3.0,3.0,3 BHK,1830.0,"1,830 sqft",Super Built-up,,North-East,Ready To Move,,2.0,,Garden,"Located in the popular residential address of sector 70a gurgaon, paras irene is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is facing the north-East direction. The flat is over 1830 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 7th level of a...",Paras Irene,Paras Irene,North-East Facing Private Garden,Flat
1043,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.2 Cr,"₹12,910 /sqft",3.0,3.0,3 BHK,1704.0,"1,704 sqft",Super Built-up,,East,Ready To Move,,,,Garden,Tulip yellow sector 69 3bhk apartment read to move best deal avilable,Tulip Yellow,Tulip Yellow,East Facing Private Garden,Flat
1044,"3 BHK Flat in Sector 67A, Gurgaon","3 BHK Flat in Sector 67A, Gurgaon",₹2.69 Cr,"₹15,577 /sqft",3.0,3.0,3 BHK,1727.0,"1,727 sqft",Super Built-up,,North,Ready To Move,,,Store Room,,"3 bhk + store room residential apartment available for sale in ireo the corridors apartment ,sector-67a ,gurgaon....,new flat.,.,.,.Unused flat.,.,.,all sizes available at best prices.,.,.,with all amenities,.,.,4acs, modular kitchen with hob and chimney.,.,.,.,middle floor .Sun facing...On main golf course extension road..Close to sector-55,56 rapid metro station distance 10 minutes.With secur...",Ireo The Corridors,Ireo The Corridors,North Facing CLOSE TO SEC-56 METRO STATION Nearby,Flat
1045,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹3.25 Cr,"₹15,123 /sqft",3.0,4.0,3 BHK,2149.0,"2,149 sqft",Super Built-up,25 floor,North-East,Ready To Move,,3.0,,,"This 3 bhk flat is located in conscient heritage max, which houses some of the most spacious flats in sector 102 gurgaon. This property faces the north-East direction. The flat occupies a super built up area of 2149 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The residential building has 25 floors in total and the flat for sale is located on the 9th floor. This is...",Conscient Heritage Max,Conscient Heritage Max,North-East Facing Recently Renovated,Flat
1046,"2 BHK Flat in Sector 81, Gurgaon","2 BHK Flat in Sector 81, Gurgaon",₹1.55 Cr,"₹11,397 /sqft",2.0,2.0,2 BHK,1360.0,"1,360 sqft",Super Built-up,7th floor,North,Ready To Move,,3.0,,,"This property faces the north direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1360 sq.Ft. This flat is situated on the 7th floor of this 15 floors tall residential building. This is a ready to move project and the property is 5-10 years old. The beautifully designed vitrified flooring enhance...",Bestech Park View Ananda,Bestech Park View Ananda,North Facing Gurgaon Nearby,Flat
1047,"4 BHK Flat in Sector 90, Gurgaon","4 BHK Flat in Sector 90, Gurgaon",₹2.4 Cr,"₹9,602 /sqft",4.0,4.0,4 BHK,2364.0,"2,364 sqft",Super Built-up,,,Ready To Move,,,,,"Dlf new town heights, 4bhk premium apartments available for sale in sec-90, gurgaon. A truly integrated township in new gurgaon which is well connected from nh.-8 , dwarka expressway and manesar.Top of the line construction, excellent designing keeping in view the comforts and space requirements of an apartment, all bedrooms with attached balconies, rich specifications as imported marble/vitrif...",DLF New Town Heights 1,DLF New Town Heights 1,,Flat
1048,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.45 Cr,"₹14,505 /sqft",3.0,3.0,3 BHK,1689.0,"1,689 sqft",Super Built-up,36 floor,,Ready To Move,,3.0,,,"The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1689 sq.Ft. The residential building has 36 floors in total and the flat for sale is located on the 7th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. Hero homes is designed very well to provide mod...",Hero Homes,Hero Homes,,Flat
