,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
683,Independent House,"5 Bedroom House in Suncity, Gurgaon","5 Bedroom House in Suncity, Gurgaon",₹11 Cr,"₹1,852 /sqft",5,6,5 BHK,59400,"59,400 sqft",Built-up,,,RESALE,,,,,"276.Sq yards luxury villa for sale in suncity, gurgaon A stunning, well-Appointed villa situated in one of the most sought-After locations in gurgaon. Offering a perfect blend of elegance, comfort, and privacy, this villa is an ideal residence for those seeking high-End living with top-Tier amenities. Property features: Bedrooms : 5 luxurious bedrooms with attached bathrooms, offering ultimate ...","Suncity, Gurgaon","Suncity, Gurgaon",,House
684,Independent House,"4 Bedroom House in New Palam Vihar, Gurgaon","4 Bedroom House in New Palam Vihar, Gurgaon",₹1.45 Cr,"₹16,111 /sqft",4,4,4 BHK,900,900 sqft,,,North,RESALE,,1.0,,,"Looking to buy an independent house in gurgaon? Do check out this 4 bhk house in new palam vihar, which is an ideal choice for a family. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 100 sq.Yards. Being a ready to move house, you can expect immediate possession of this 1-5 years old property....","New Palam Vihar, Gurgaon","New Palam Vihar, Gurgaon",North Facing Furnished,House
685,Independent House,"8 Bedroom House in DLF Phase 3, Gurgaon","8 Bedroom House in DLF Phase 3, Gurgaon",₹14 Cr,"₹38,695 /sqft",8,8,8 BHK,3618,"3,618 sqft",,,North,RESALE,,,,"Garden, Security","402 sq.Yds. 8b/r simplex independent house/kothi for sale in dlf phase-Iii, this is luxury house well maintained so house is fully renovated front and rear lawn is so beautiful plot area 402 sq. Yds marble flooring, mind blowing construction and near air port is about 5km 24*7 security guards and maintenance is very well. Gated complex closed to nh-8.",DLF City Plots Phase 3,DLF City Plots Phase 3,North Facing Private Garden,House
686,Independent House,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹19.85 Cr,"₹27,569 /sqft",5,7,5 BHK,360,360 sqft,,,West,RESALE,,,,Garden,West facing vastu compliant and 100 percent plus occupancy present in the condominium,Emaar MGF The Vilas,Emaar MGF The Vilas,Private Garden Sikanderpur Nearby,House
687,Independent House,"4 Bedroom House in Sector 109, Gurgaon","4 Bedroom House in Sector 109, Gurgaon",₹10 Cr,"₹45,167 /sqft",4,4,4 BHK,2214,"2,214 sqft",,,,RESALE,,,,"Swimming Pool, Gym, Park, Jogging Track, Play Area","Sobha international city | ready to move 246 sq.Yd 4bhk + servant Sobha international city in sector 109, gurgaon Sobha international city phase 2, 250 units on offer. Spread over an area of 41 acres Amenities Swimming pool, lawn tennis, basketball court, gymnasium, premium clubhouse, yoga & aerobics, kids play area, jogging track, landscaped parks large, banquet hall Prime connectivity 0 km fr...",International City by SOBHA Phase 2,International City by SOBHA Phase 2,,House
688,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",₹9.51 Cr,"₹3,49,448 /sqft",5,5,5 BHK,272,272 sqft,,,North-East,RESALE,,,,Garden,"Sobha international city in sector 109, gurgaon, is a premier 150-Acre gated villa township featuring luxurious 3, 4, and 5 bhk row houses and presidential villas. Prices range from 4.70 cr for row houses to over 7.00 cr for larger units. It offers high-End amenities, including a 65,000 sq. Ft. Clubhouse, and is located just 15 minutes from the igi airport. Key features and options Unit types: ...",International City by Sobha Phase 1,International City by Sobha Phase 1,North-East Facing Private Garden,House
689,Independent House,"3 Bedroom House in Sector 46, Gurgaon","3 Bedroom House in Sector 46, Gurgaon",₹9.6 Cr,"₹39,506 /sqft",3,3,3 BHK,2430,"2,430 sqft",,,,RESALE,,,,"Garden, Park","All goods market in the sector, malls are nearby, metro station is 10 minutes away, auto, ola, uber are readily available, high is very near, roads are well built, public schools are in abundance, too many world-Reputed hospitals nearby, green belt, park nearby, mandir and gurudwara nearby, calm and safe area.","Sector 46, Gurgaon","Sector 46, Gurgaon",Gated Society Overlooking Park/Garden,House
690,Independent House,"3 Bedroom House in Uppals Southend, Gurgaon","3 Bedroom House in Uppals Southend, Gurgaon",₹7.25 Cr,"₹32,222 /sqft",3,3,3 BHK,2250,"2,250 sqft",,,North,RESALE,,,,,Uppal southend p block sector -48 Gated block nearby market mall hospital nearby schools.,Uppal Southend,Uppal Southend,North Facing Gated Society,House
691,Independent House,"5 Bedroom House in Uppals Southend, Gurgaon","5 Bedroom House in Uppals Southend, Gurgaon",₹11.5 Cr,"₹42,592 /sqft",5,5,5 BHK,2700,"2,700 sqft",,,,RESALE,,,,"Garden, Gated Community, Park",Uppal southend s block sector 49 gated community good location.. Nearby market mall.Hospital park,Uppal Southend,Uppal Southend,Private Garden Gated Society,House
692,Independent House,"8 Bedroom House in Palam Vihar, Gurgaon","8 Bedroom House in Palam Vihar, Gurgaon",₹7.5 Cr,"₹23,148 /sqft",8,8,8 BHK,3240,"3,240 sqft",Covered,,East,RESALE,,3.0,,Park,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 8 bhk house for sale in palam vihar, a well-Planned and well-Connected locality in gurgaon. Constructed on a super built up area of 360 sq.Yards, this house comprises 8 bedrooms, 8 bathrooms and more than 3 balconies. Your vehicle(s) can be easily parked as this house comes with 2 covered and 3 open parkin...","Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",East Facing Gated Society,House
693,Independent House,"16 Bedroom House in Sector 43, Gurgaon","16 Bedroom House in Sector 43, Gurgaon",₹12 Cr,"₹50,697 /sqft",16,18,16 BHK,2367,"2,367 sqft",,,,RESALE,,,,,This is new property. Its already rented with 4 lacs + . Near paras hospital. Best locaion,"Huda house, sector 43, gurgaon","Huda house, sector 43, gurgaon",,House
694,Independent House,"9 Bedroom House in Sector 42, Gurgaon","9 Bedroom House in Sector 42, Gurgaon",₹4.5 Cr,"₹83,333 /sqft",9,9,9 BHK,540,540 sqft,,,East,RESALE,,3.0,,"Parking, Park","Then you should definitely check out this 9 bhk house for sale in sector 42 gurgaon, a well-Planned and well-Connected locality in gurgaon. Containing 9 bedrooms, 9 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 60 sq.Yards. The owner of the house also gets 2 open parking slot(s) to park their car safely. Another added advantage of this 1-5 y...","Sector 42, Gurgaon","Sector 42, Gurgaon",East Facing Overlooking Park,House
695,Independent House,"5 Bedroom House in S Block DLF Phase 3, Gurgaon","5 Bedroom House in S Block DLF Phase 3, Gurgaon",₹13 Cr,"₹32,222 /sqft",5,6,5 BHK,4500,"4,500 sqft",,,North-East,RESALE,,,,Garden,"Availble for sale dlf city phase 3 500 sq,yd old kothi near by sirish road dlf phase 3 s block mor info please call",DLF City Plots Phase 3,DLF City Plots Phase 3,North-East Facing Private Garden,House
696,Independent House,"5 Bedroom House in Sector 66, Gurgaon","5 Bedroom House in Sector 66, Gurgaon",₹17.5 Cr,"₹54,012 /sqft",5,4,5 BHK,3240,"3,240 sqft",,,North-East,RESALE,,,,,"Emaar mgf marbella in sector 66, gurgaon is a ready-To-Move housing society. It offers villas in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 4bhk and 5bhk villas available in this project. This housing society is now ready to be called home as families have started moving in. Check o...",Emaar MGF Marbella,Emaar MGF Marbella,North-East Facing Gated Society,House
697,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",₹14.49 Cr,"₹44,722 /sqft",4,4,4 BHK,3240,"3,240 sqft",,,,RESALE,,,,"Garden, Park","Do you wish to buy an independent house in nirvana country, gurgaon. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. Another plus point for the house is that it is situated near close to metro station, close to school, close to hospital and close to market. This house occupies a super built up area of 3240 sq.Ft. And contains 4 bedrooms, 4 bathrooms and more ...",Unitech Escape,Unitech Escape,Private Garden Overlooking Park,House
698,Independent House,"4 Bedroom House in Sector 33, Gurgaon","4 Bedroom House in Sector 33, Gurgaon",₹34.95 Cr,"₹38,833 /sqft",4,4,4 BHK,9000,"9,000 sqft",,,,RESALE,,,Pooja Room,"Parking, Power Backup, Swimming Pool, Gym, Garden, Security, CCTV, Gated Community, Lift, Park","600 sq yds. 4 bhk with sq and pooja room ultra luxury villa available for sale in unitech vista villa sector 46 gurgaon security & safety: Gated community, 24/7 security, cctv surveillance, fire safety systems. Recreation & fitness: Clubhouse, swimming pool, gymnasium, spa (Steam/sauna), tennis court, billiards/pool room, parks. Convenience: Power backup (24x7), lifts, car parking (Reserved & v...",Unitech The Residences,Unitech The Residences,Private Garden Millennium City Centre Nearby,House
699,Independent House,"6 Bedroom House in Sector 66, Gurgaon","6 Bedroom House in Sector 66, Gurgaon",₹18 Cr,"₹55,556 /sqft",6,5,6 BHK,3240,"3,240 sqft",Covered,,East,RESALE,,3.0,,"Parking, Garden, Park","This 6 bhk house for sale in sector 66 gurgaon, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. Containing 6 bedrooms, 5 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 360 sq.Yards. The houses comes with dedicated 3 covered and 2 open parking space(s) where you can easily park your vehicle...",Emaar MGF Marbella,Emaar MGF Marbella,East Facing Private Garden,House
700,Independent House,"5 Bedroom House in Sushant Lok 3 Extension, Gurgaon","5 Bedroom House in Sushant Lok 3 Extension, Gurgaon",₹7.5 Cr,"₹27,778 /sqft",5,5,5 BHK,2700,"2,700 sqft",Covered,,North-East,RESALE,,3.0,,"Garden, Park","Duplex villa do you wish to buy an independent house in sushant lok 3 extension, gurgaon. This 5 bhk house looks like an ideal choice for somebody looking for peace of mind. Containing 5 bedrooms, 5 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 300 sq.Yards. Your vehicle(s) can be easily parked as this house comes with 2 covered and 2 open p...","Sushant Lok 3 Extension, Gurgaon","Sushant Lok 3 Extension, Gurgaon",North-East Facing Private Garden,House
701,Independent House,"5 Bedroom House in Sector 54, Gurgaon","5 Bedroom House in Sector 54, Gurgaon",₹28 Cr,"₹86,420 /sqft",5,5,5 BHK,3240,"3,240 sqft",,,North,RESALE,,,,Garden,"Palm spring villas is a refined residential enclave offering spacious independent villas surrounded by landscaped greens. Each villa is thoughtfully designed with open layouts, private outdoor spaces, and modern comforts, creating a serene and elegant living environment. The project provides a peaceful escape while still being well-Connected to key city conveniences. Call for more info.","Sector 54, Gurgaon","Sector 54, Gurgaon",North Facing Private Garden,House
702,Independent House,"11 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon","11 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",₹3.6 Cr,"₹65,740 /sqft",11,11,11 BHK,540,540 sqft,,,North-East,RESALE,Fully Furnished,,,,Newly constructed building 11 rk - Fully furnished Monthly rental 1.85 lakhs pm.,"Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",North-East Facing HUDA within 500m,House
703,Independent House,"11 Bedroom House in Sector 23A, Gurgaon","11 Bedroom House in Sector 23A, Gurgaon",₹6 Cr,"₹25,348 /sqft",11,11,11 BHK,2367,"2,367 sqft",,,East,RESALE,,,,Garden,"This magnificent 11 bhk independent estate is a statement of grandeur, privacy, and refined living. Spread across a g+2 structure with a floor size of 263 sq. Yards, the residence is meticulously planned to offer expansive interiors, seamless flow, and an elevated lifestyle experience. The home is east-Facing, welcoming abundant natural light and a sense of openness throughout the day. Located ...","Sector 23A, Gurgaon","Sector 23A, Gurgaon",East Facing Private Garden,House
704,Independent House,"7 Bedroom House in Sector 111, Gurgaon","7 Bedroom House in Sector 111, Gurgaon",₹17 Cr,"₹24,285 /sqft",7,9,7 BHK,7000,"7,000 sqft",Covered,,North-East,RESALE,,3.0,,"Parking, Garden, Park","Planning to buy an individual house in gurgaon. Then you should definitely check out this 7 bhk house for sale in sector 111 gurgaon, a well-Planned and well-Connected locality in gurgaon. Containing 7 bedrooms, 9 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 7000 sq.Ft. The owner of the house also gets 1 covered and 2 open parking slot(s) t...",Puri Diplomatic Greens,Puri Diplomatic Greens,North-East Facing Private Garden,House
705,Independent House,"4 Bedroom House in Sector 31, Gurgaon","4 Bedroom House in Sector 31, Gurgaon",₹6.25 Cr,"₹43,133 /sqft",4,3,4 BHK,1449,"1,449 sqft",,,,RESALE,,,,,6 marla built up house is available for sale in sector 31 18 mtr road Close to huda market Best option for rental purpose Call for details,"Sector 31, Gurgaon","Sector 31, Gurgaon",HUDA within 1.5km EURO within 500m,House
706,Independent House,"5 Bedroom House in Sector 72, Gurgaon","5 Bedroom House in Sector 72, Gurgaon",₹16.5 Cr,"₹19,411 /sqft",5,5,5 BHK,8500,"8,500 sqft",Built-up,,,RESALE,,,,"Swimming Pool, Gym, Park, Play Area","Discover an exclusive villa at tata primanti Sprawling 8,500 sq.Ft. Triplex villa | price- Rs. 16.50 cr 3-Side open | spacious | premium living This is a value-For-Money opportunity with flexible payment options and world-Class lifestyle amenities, including: Landscaped parks & wide roads Childrens play areas Exclusive clubhouse with swimming pool, gymnasium & indoor games Located in a strategi...",Tata Primanti,Tata Primanti,,House
707,Independent House,"6 Bedroom House in Palam Vihar, Gurgaon","6 Bedroom House in Palam Vihar, Gurgaon",₹4.5 Cr,"₹28,902 /sqft",6,5,6 BHK,1557,"1,557 sqft",,,North,RESALE,,,,"Garden, Park","Park facing, north facing, surrounding purely for residential and road width is 12m ,near by vyapar kender market",Ansals Palam Vihar,Ansals Palam Vihar,North Facing Private Garden,House
708,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",₹14.5 Cr,"₹40,278 /sqft",5,6,5 BHK,3600,"3,600 sqft",Covered,,East,RESALE,,3.0,,"Parking, Garden, Park","On the lookout for a spacious house in gurgaon? Go for this 5 bhk house for sale in sector 109 gurgaon, a well-Connected locality within gurgaon. Constructed on a super built up area of 400 sq.Yards, this house comprises 5 bedrooms, 6 bathrooms and more than 3 balconies. This 5 bhk house comes attached with 3 covered and 1 open parking for your vehicle(s). Another added advantage of this 1-5 ye...",Sobha International City Phase 3,Sobha International City Phase 3,East Facing Private Garden,House
